tv	tele,television,tv,video,テレビ,映像
kayak	kayak,カヤック
kayaking	kayaking,カヤック
kayaks	kayaks,カヤック
kelp	kelp
kendo	kendo
kennel	kennel
kettlebells	kettlebells
key	key,鍵
keyboard	keyboard,keyboards,キーボード
keychain	keychain,キーホルダー
keychains	keychains,キーホルダー
keyrings	keyrings,キーホルダー
keys	keys
kickboxing	kickboxing
kicking	kicking,蹴る
kielbasa	kielbasa,キールバサ
kilns	kilns
kisser	kisser,キスする人
kite	kite,凧
kiteboarding	kiteboarding,カイトボーディング
kites	kites
kits	kits
kiwi	kiwi,キウイ
knee	knee
knife	knife
knitting	knitting,編み物
knives	knives
knobs	knobs
kombucha	kombucha,コンブチャ
kung	kung,クン
lab	lab
lace	lace
lacrosse	lacrosse,ラクロス
ladders	ladders,はしご
ladyfingers	ladyfingers,レディフィンガーズ
lam	lam,ラム
lamb	lamb,子羊
laminates	laminates,ラミネート
lamp	lamp
lamps	lamps,ランプ
landscape	landscape,風景
lanterns	lanterns,ランタン
lanyards	lanyards
lap	lap
laser	laser
lasers	lasers
latches	latches
lathes	lathes,旋盤
latin	latin
launchers	launchers
layer	layer,層
layette	layette
layout	layout,レイアウト
lead	lead
leader	leader
leaders	leaders
leads	leads,リード
leaf	leaf,葉
learning	learning
leashes	leashes,リード
leather	leather
leaves	leaves,葉
leg	leg
legacy	legacy,遺産,旧世代ゲーム機
leggings	leggings
legs	legs,足
leisure	leisure
lemon	lemon
lemonade	lemonade,レモネード
letter	letter,手紙
levels	levels
libraries	libraries,図書館
license	license
lids	lids
life	life
lifejackets	lifejackets,救命胴衣
lifestyle	lifestyle,ライフスタイル
lift	lift
lifting	lifting
lifts	lifts,リフト
ligatures	ligatures,合字
lighters	lighters
lights	lights
limeade	limeade
line	line,ライン
lineman	lineman,ラインマン
linen	linen,リネン
liners	liners,ライナー
lines	lines,行
lineup	lineup
links	links,リンク
linux	linux,リナックス
liquor	liquor,酒
lithographs	lithographs,リトグラフ
litter	litter
live	live
loader	loader,ローダ
loaders	loaders,ローダー
loaves	loaves
lob	lob,ロブ
locators	locators
locks	locks
logitech	logitech,ロジクール
longbows	longbows,長弓
looping	looping
loose	loose,ゆるい
lots	lots,たくさん
lube	lube,潤滑油
lubricants	lubricants,潤滑剤
luggage	luggage,荷物
lunch	lunch,ランチ
lutes	lutes,リュート
lychee	lychee
lyres	lyres,リラ
mac	mac,マック
macaroons	macaroons,マカロン
machine	machine
machines	machines,機械
madeleines	madeleines,マドレーヌ
magazines	magazines,雑誌
magic	magic,魔法
magnetic	magnetic,磁気
magnets	magnets,磁石
mailbox	mailbox,メールボックス
mailboxes	mailboxes,メールボックス
maintenance	maintenance,メンテナンス
maize	maize
makers	makers,メーカー
makeup	makeup,補う
making	making,作る
mandolins	mandolins,マンドリン
mandrels	mandrels,マンドレル
mango	mango,マンゴー
mangoes	mangoes,マンゴー
manual	manual,マニュアル
manufacturing	manufacturing,製造業
maps	maps,地図
maracas	maracas,マラカス
marble	marble,大理石
marching	marching,行進
marimbas	marimbas,マリンバ
marjoram	marjoram,マージョラム
marker	marker
markers	markers,マーカー
marking	marking,マーキング
martial	martial,武道
masks	masks
masonry	masonry,石積み
master	master
mastering	mastering,マスタリング
masts	masts
mat	mat,マット
matcha	matcha,抹茶
mate	mate,メイト
material	material,材料
materials	materials,材料
mats	mats,マット
mattress	mattress
mattresses	mattresses,マットレス
maze	maze,迷路
mead	mead,ミード
meal	meal,食事
meals	meals,食事
measure	measure,測定
measurement	measurement,測定
measures	measures,対策
measuring	measuring,測定する
meatballs	meatballs,ミートボール
meats	meats,肉
medals	medals,メダル
media	media
medical	medical,医学
medicine	medicine,薬
meditation	meditation,瞑想
megaphones	megaphones,メガホン
mellophone	mellophone,メロフォン
mellophones	mellophones,メロフォン
melodicas	melodicas
melons	melons
memo	memo,メモ
memorabilia	memorabilia,記念品
memorials	memorials,記念碑
meringues	meringues,メレンゲ
messenger	messenger,メッセンジャー
metallophones	metallophones,鉄琴
metals	metals,金属
metronomes	metronomes,メトロノーム
mice	mice
microconsoles	microconsoles,マイクロコンソール
microphones	microphones,マイク
mid	mid,半ば
midi	midi,ミディ
milk	milk,牛乳
milling	milling,フライス加工
minerals	minerals
mini	mini,ミニ
miniatures	miniatures,ミニチュア
mint	mint
mirror	mirror,鏡
mirrors	mirrors,鏡
misting	misting,霧吹き
miter	miter,留め継ぎ
mitt	mitt
mittens	mittens,ミトン
mitts	mitts,ミット
mix	mix,ミックス
mixed	mixed
mixers	mixers,ミキサー
mixes	mixes,ミックス
model	model,モデル
moist	moist,しっとりした
money	money,お金
monitors	monitors,モニター
monofilament	monofilament,モノフィラメント
monopods	monopods,一脚
mopping	mopping,モップ掛け
more	more,もっと
mosaic	mosaic,モザイク
mosaics	mosaics,モザイク
motor	motor,モーター
motorcycles	motorcycles,オートバイ
motors	motors,モーター
mountain	mountain,山
mountaineering	mountaineering,登山
mounted	mounted,取り付けられた
mounts	mounts,マウントする
mouse	mouse,ねずみ
mouthguards	mouthguards,マウスガード
mouthpieces	mouthpieces,マウスピース
mp3	mp3
muesli	muesli,ミューズリー
mugs	mugs,マグカップ
multifunction	multifunction,多機能
multitrack	multitrack,マルチトラック
musical	musical,ミュージカル
mutes	mutes,ミュートします
muzzles	muzzles,銃口
naan	naan,ナン
nail	nail,釘
nailers	nailers,釘打機
nativity	nativity,キリスト降誕
navigation	navigation,ナビゲーション
neck	neck,ネック
necklaces	necklaces,ネックレス
necks	necks
neckties	neckties,ネクタイ
needles	needles,針
needlework	needlework,裁縫
nesting	nesting,ネスティング
nests	nests,巣
net	net,ネット
netball	netball,ネットボール
nets	nets,ネット
network	networking,ネットワーキング
newsboy	newsboy,キャスケット
nibblers	nibblers,ニブラー
night	night,夜
nintendo	nintendo,任天堂
nippers	nippers,ニッパー
nipples	nipples
nocks	nocks,ノックする
noisemakers	noisemakers,騒音メーカー
non	non,非
noodles	noodles,麺
nose	nose,鼻
notebooks	notebooks,ノート
notepad	notepad,メモ帳
notepads	notepads,メモ帳
novelties	novelties,ノベルティ
nuggets	nuggets,ナゲット
nursery	nursery
nut	nut,ナット
nutrition	nutrition,栄養
nuts	nuts,ナッツ
nylon	nylon,ナイロン
oar	oar,オール
oars	oars,オール
oatmeal	oatmeal,オートミール
oboe	oboe,オーボエ
oboes	oboes,オーボエ
obturation	obturation,閉塞
occasion	occasion,機会
occupational	occupational,職業上の
octopuses	octopuses,タコ
odometers	odometers
of	of,の
oil	oil,油
okra	okra,オクラ
on	on,の上
one	one,1つ
onion	onion,タマネギ
onions	onions,玉ねぎ
online	online,オンライン
oolong	oolong,ウーロン茶
openers	openers,オープナー
operating	operating,オペレーティング
optics	optics,光学
optoelectronic	optoelectronic
oral	oral,オーラル
orange	orange,オレンジ
orchestra	orchestra,オーケストラ
orchestral	orchestral,オーケストラの
oregano	oregano,オレガノ
organ	organ,器官
organization	organization,組織
organizers	organizers,主催者
ornaments	ornaments,装飾品
oscilloscopes	oscilloscopes,オシロスコープ
ottomans	ottomans,オットマン
ouds	ouds
outdoors	outdoors,屋外
outerwear	outerwear,アウターウェア
outlet	outlet,出口
outlets	outlets,アウトレット
outs	outs,アウト
ouya	ouya,おうや
overlay	overlay,かぶせる
oyster	oyster,カキ
oysters	oysters,牡蠣
pack	pack
packaged	packaged,パッケージ化された
packaging	packaging,梱包
packs	packs,パック
padding	padding,パディング
paddle	paddle,パドル
paddleball	paddleball,パドルボール
paddleboarding	paddleboarding
paddles	paddles,パドル
paddling	paddling,パドリング
pads	pads,パッド
paint	paint,ペイント
paintball	paintball
paintballs	paintballs,ペイントボール
painting	painting,絵画
paintings	paintings,絵画
palm	palm,手のひら
panama	panama,パナマ
pancetta	pancetta,パンチェッタ
panettones	panettones
pans	pans,鍋
pantry	pantry,パントリー
pants	pants,パンツ
paper	paper,紙
paperweights	paperweights,文鎮
parachute	parachute
parachutes	parachutes,パラシュート
paracord	paracord,パラコード
paramedic	paramedic,救急隊員
parsley	parsley,パセリ
parts	parts,部品
party	party
pashminas	pashminas
passion	passion
pasta	pasta,パスタ
pastes	pastes,ペースト
pastries	pastries,ペストリー
patch	patch,パッチ
patches	patches,パッチ
patio	patio,パティオ
patties	patties,パティ
paw	paw,足
pdus	pdus,プドゥス
peaches	peaches,桃
peanut	peanut,落花生
pear	pear,梨
pears	pears,梨
peas	peas,エンドウ豆
pedal	pedal,ペダル
pedals	pedals,ペダル
pedestal	pedestal,ペデスタル
pedometers	pedometers,歩数計
pegged	pegged,固定された
pegs	pegs,ペグ
pellets	pellets,ペレット
pencil	pencil
pencils	pencils
pendants	pendants,ペンダント
pennants	pennants,ペナント
pens	pens,ペン
people	people
peppers	peppers,ピーマン
perches	perches
persimmons	persimmons,柿
personal	personal,個人的
pest	pest,害虫
phones	phones
phono	phono,フォノ
photographs	photographs,写真
photography	photography,写真撮影
photomints	photomints,フォトミント
photos	photos
piano	piano,pianos,ピアノ
piccolo	piccolo,ピッコロ
piccolos	piccolos,ピッコロ
pick	pick,選ぶ
picks	picks
picture	picture,写真
pie	pie,パイ
pieces	pieces,個
pies	pies,パイ
pilates	pilates
pillow	pillow,枕
pillowcases	pillowcases,枕カバー
pillows	pillows,枕
pin	pin
pine	pine,松
pineapple	pineapple,パイナップル
pins	pins,ピン
pipe	pipe,パイプ
pistols	pistols,ピストル
piston	piston
pit	pit,ピット
pita	pita,ピタ
pitching	pitching,ピッチング
pitons	pitons,ピトン
pits	pits,穴
pivot	pivot,ピボット
pizza	pizza,ピザ
pizzelles	pizzelles
planers	planers,かんな
planners	planners,プランナー
plant	plant,植物
plants	plants,植物
plaques	plaques,プラーク
plastics	plastics
plastrons	plastrons,腹甲
plate	plate,皿
plates	plates,プレート
platform	platform
platforms	platforms,プラットフォーム
play	play
player	player,プレーヤー
players	players,選手
playhouses	playhouses,芝居小屋
playing	playing,遊んでいる
playsets	playsets,プレイセット
playstation	playstation,プレイステーション
pliers	pliers,ペンチ
plow	plow,耕す
plug	plug
plugs	plugs,プラグ
plumb	plumb,鉛直
plumbing	plumbing,配管
plush	plush
pneumatics	pneumatics
pocket	pocket,ポケット
pockets	pockets,ポケット
pods	pods,ポッド
pogo	pogo,ポゴ
point	point,ポイント
points	points,ポイント
poke	poke,突く
poker	poker,ポーカー
poles	poles,極
polishers	polishers,ポリッシャー
polo	polo
polos	polos
pomegranates	pomegranates,ザクロ
pool	pool,プール
pools	pools,プール
pop	pop,ポップ
popcorn	popcorn,ポップコーン
popping	popping,はじける
popular	popular,人気のある
pork	pork,豚肉
porridge	porridge,お粥
portable	portable,ポータブル
porterhouse	porterhouse,ポーターハウス
pos	pos
posters	posters,ポスター
posts	posts,投稿
pot	pot,ポット
potatoes	potatoes,ジャガイモ
pots	pots
pottery	pottery,陶器
pouches	pouches
poufs	poufs,プーフ
pound	pound,ポンド
powder	powder,粉
powdered	powdered
power	power
practical	practical
practice	practice
preamps	preamps
predator	predator,捕食者
prepared	prepared
press	press
presses	presses
pressing	pressing,押す
pretend	pretend,演じる
pretzels	pretzels,プレッツェル
printer	printer,プリンター
printers	printers,プリンター
printing	printing,印刷
printmaking	printmaking,版画制作
prints	prints,プリント
prisms	prisms,プリズム
prize	prize,賞
processors	processors,プロセッサー
products	products,製品
professional	professional,プロ
programming	programming,プログラミング
programs	programs,プログラム
projectors	projectors,プロジェクター
props	props,小道具
protection	protection,保護
protective	protective,保護的な
protectors	protectors
proteins	proteins,タンパク質
protractors	protractors,分度器
pruning	pruning,剪定
pry	pry,こじ開ける
psalteries	psalteries,プサルテリー
publications	publications,出版物
pucks	pucks,パック
pull	pull,引く
pulled	pulled,引っ張られた
pullers	pullers,引き手
pulleys	pulleys,滑車
pulling	pulling,引っ張る
pump	pump,ポンプ
pumps	pumps,パンプス
punch	punch,パンチ
punches	punches,パンチ
punching	punching
puppet	puppet
puppets	puppets
purses	purses,財布
push	push,押す
putters	putters,パター
putting	putting,置く
putty	putty,パテ
puzzle	puzzle,パズル
puzzles	puzzles,パズル
quadcopters	quadcopters
quality	quality,品質
quickdraws	quickdraws,クイックドロー
quilt	quilt,キルト
quilts	quilts,キルト
quinces	quinces,マルメロ
quivers	quivers,震える
race	race,人種
racing	racing,レーシング
rack	rack
rackets	rackets,ラケット
racks	racks,ラック
racquet	racquet
racquetball	racquetball,ラケットボール
radio	radio,無線
radios	radios,ラジオ
rails	rails,レール
rain	rain,雨
raincoats	raincoats,レインコート
rainsticks	rainsticks,レインスティック
rainwear	rainwear
rally	rally
ramps	ramps,スロープ
ranch	ranch
range	range,範囲
ranges	ranges,範囲
rash	rash
raspberries	raspberries
rasps	rasps,やすり
ratchet	ratchet,ラチェット
rattles	rattles,ガタガタする
raw	raw,生
rawhide	rawhide,生皮
rca	rca
reaction	reaction,反応
readers	readers
real	real,本物
reality	reality,現実
reamer	reamer,リーマー
rebounders	rebounders,リバウンダー
receiver	receiver,受信機
receivers	receivers,受信機
receiving	receiving
recliners	recliners,リクライニングチェア
recorder	recorder,レコーダー
recorders	recorders,レコーダー
recreation	recreation,レクリエーション
recumbent	recumbent
recurve	recurve
recycled	recycled,リサイクルされた
red	red,赤
reeds	reeds,葦
reel	reel,リール
reels	reels,リール
referee	referee,審判
reference	reference
refills	refills,詰め替え
reflective	reflective,反射性の
reflectors	reflectors,反射板
reformer	reformer,改革者
reformers	reformers,改革者
registers	registers,レジスター
regulators	regulators
relaxation	relaxation,リラクゼーション
release	release,リリース
